"gene_name","gene_id_mat","gene_id_pat","chromosome_mat","chromosome_pat","exon_length_mat","exon_length_pat","rpkm_mouse_1_female_mat_bl6","rpkm_mouse_2_female_mat_bl6","rpkm_mouse_4_female_mat_bl6","rpkm_mouse_7_male_mat_bl6","rpkm_mouse_8_male_mat_bl6","rpkm_mouse_1_female_pat_cast","rpkm_mouse_2_female_pat_cast","rpkm_mouse_4_female_pat_cast","rpkm_mouse_7_male_pat_cast","rpkm_mouse_8_male_pat_cast"
"Olfr1321","ENSMUSG00000067971","MGP_CASTEiJ_G0034667","X","X",960,4546,0,0,0,0,0,0,0,0,0,0
"Olfr1322","ENSMUSG00000056281","MGP_CASTEiJ_G0034669","X","X",933,3886,0,0,0,0,0,0,0,0,0,0
"Olfr1323","ENSMUSG00000050504","MGP_CASTEiJ_G0034670","X","X",934,5436,0,0,0,0,0,0,0,0,0,0
"Olfr1324","ENSMUSG00000048173","MGP_CASTEiJ_G0034671","X","X",999,5808,0,0,0,0,0,0,0,0,0,0
"Olfr1325","ENSMUSG00000051706","MGP_CASTEiJ_G0034812","X","X",948,3617,0,0,0,0,0,0,0,0,0,0
"Olfr1326-ps1","ENSMUSG00000043715","MGP_CASTEiJ_G0034811","X","X",936,3637,0,0,0,0,0,0,0,0,0,0
"Ophn1","ENSMUSG00000031214","MGP_CASTEiJ_G0034896","X","X",13096,13100,2.80411623973495,1.79471701309598,2.47636565787845,2.58357908411591,2.30189226473471,0.57747824401245,0.325148294040382,0.351459172376209,0.506362945927895,0.518445857288049
"Opn1mw","ENSMUSG00000031394","MGP_CASTEiJ_G0034793","X","X",1562,1562,0,0,0.256322889739146,0,0,0,0,0,0,0
"Otc","ENSMUSG00000031173","MGP_CASTEiJ_G0034542","X","X",4241,4241,0,0,0,0,0,0,0,0,0,0
"Otud5","ENSMUSG00000031154","MGP_CASTEiJ_G0034509","X","X",5195,5200,9.31554650319211,7.1592939460062,8.24644270522857,7.22525616481086,7.21812547734572,7.60464138640521,8.60079766254892,7.65244415018583,6.074500541809,5.79220196077167
"Otud6a","ENSMUSG00000051582","MGP_CASTEiJ_G0034904","X","X",873,873,0,0,0,0,0.561480011901131,0,0,0,0,0
"P2ry10","ENSMUSG00000050921","MGP_CASTEiJ_G0034974","X","X",2980,2982,0,0.260014905267773,0,0.177404318821214,0.246730897847158,0,0.1020274660326,0,0,0
"P2ry4","ENSMUSG00000044359","MGP_CASTEiJ_G0034908","X","X",4408,4434,0,0,0,0,0.0556002779480134,0,0,0,0,0
"Pabpc5","ENSMUSG00000034732","MGP_CASTEiJ_G0035010","X","X",2434,2434,0,0,0,0,0,0,0,0,0,0
"Pak3","ENSMUSG00000031284","MGP_CASTEiJ_G0035122","X","X",9541,9552,0.0298367195965912,0,0,0,0.0256876664075928,0,0,0,0.0661377780933978,0
"Pbdc1","ENSMUSG00000031226","MGP_CASTEiJ_G0034957","X","X",6314,6098,2.75023766897936,2.65890017687507,3.17054445496156,2.67932781799032,3.18293539214083,1.12778630796432,1.09764019048913,1.07860074922184,0.31079766629131,0.193695459109144
"Pbsn","ENSMUSG00000000003","MGP_CASTEiJ_G0034839","X","X",902,902,0,0,0,0,0,0,0,0,0,0
"Pcdh11x","ENSMUSG00000034755","MGP_CASTEiJ_G0035011","X","X",12535,13946,0,0,0,0,0,0,0,0,0,0
"Pcdh19","ENSMUSG00000051323","MGP_CASTEiJ_G0035019","X","X",10462,10464,0,0,0,0,0,0,0,0,0,0
"Pcsk1n","ENSMUSG00000039278","MGP_CASTEiJ_G0034516","X","X",2195,2193,0,0,0,0,0.446626014022494,0,0,0,0,0.134650582495161
"Pcyt1b","ENSMUSG00000035246","MGP_CASTEiJ_G0034868","X","X",5369,5357,0,0,0,0,0,0,0,0,0,0
"Pdha1","ENSMUSG00000031299","MGP_CASTEiJ_G0035187","X","X",3735,3734,24.4657985211287,24.0647797732165,22.725511914265,28.308694516049,22.9665619325824,4.78865194309395,4.88879331080686,3.08256237153744,4.22970043082576,4.34945902722386
"Pdk3","ENSMUSG00000035232","MGP_CASTEiJ_G0034869","X","X",2514,2561,11.2102394691474,11.8147849423582,10.8295911123839,13.1430208355016,11.991082378268,0.939880639237899,1.30679615025433,1.54095447920846,1.72676157533657,1.61422966956909
"Pdzd11","ENSMUSG00000015668","MGP_CASTEiJ_G0034910","X","X",2128,2127,11.3708327265233,10.316694157946,9.97177948775606,11.8005551358754,11.7475444407303,1.77831805278869,1.1443193369411,0.618458614833545,1.48506830359223,2.0824310818892
"Pdzd4","ENSMUSG00000002006","MGP_CASTEiJ_G0034784","X","X",3972,3970,0.50168806437501,0.520204375762311,0.302399058740594,0.33274475710424,0.678737733419758,0,0.0766362477856962,0,0.159130492782906,0.0743800320936748
"Pfkfb1","ENSMUSG00000025271","MGP_CASTEiJ_G0035136","X","X",4025,4017,0.141451995861404,0.0641693099542827,0.0994723860304462,0,0,0,0.075739582700825,0,0.0786343112208285,0
"Pgr15l","ENSMUSG00000031212","MGP_CASTEiJ_G0034893","X","X",5379,5379,0,0,0,0,0,0,0,0,0,0
"Pgrmc1","ENSMUSG00000006373","MGP_CASTEiJ_G0034600","X","X",1857,1857,6.28516844831131,7.64969358703786,6.25251171750339,6.40547096228454,7.39085482547722,5.92546335462913,7.04500477086494,2.3022346740391,2.38138739603498,2.86224937717501
"Phex","ENSMUSG00000057457","MGP_CASTEiJ_G0035173","X","X",6322,6291,0,0.0817087860063232,0,0.0418115208863663,0.0387671662756791,0,0,0,0,0
"Phf6","ENSMUSG00000025626","MGP_CASTEiJ_G0034682","X","X",6990,6946,1.62902513116496,1.33020500892354,1.54651810470082,1.32355296516828,1.82324367813046,0.495050453927905,0.438015985760458,0.331422052845403,0.363805388049603,0.340096432377643
"Phf8","ENSMUSG00000041229","MGP_CASTEiJ_G0035144","X","X",9317,9318,3.60537863230515,3.88101386274963,4.16834885863872,2.29804950504801,2.5516093639476,0.553544825013398,0.522422672177229,0.599990476866447,0.542389402316494,0.728873227138167
"Phka1","ENSMUSG00000034055","MGP_CASTEiJ_G0034938","X","X",6274,6259,13.5666194388989,13.091091532672,12.9544787720476,15.3358314242705,14.2973358656858,0.494449338182601,1.36106171974085,1.57628391965684,1.1607449509512,1.22663475199059
"Phka2","ENSMUSG00000031295","MGP_CASTEiJ_G0035189","X","X",6072,6068,1.64089673229376,1.87160487366658,1.7143915016611,1.13185825282177,1.08980940056996,0.0566681023893083,0.150418212117278,0.0541966658598777,0.208222826746254,0.097326541665092
"Piga","ENSMUSG00000031381","MGP_CASTEiJ_G0035214","X","X",6384,6385,5.44016310837585,6.31138936721399,5.26810991805982,2.60854376687771,2.91769077612909,1.07709332904721,0.953002047640451,1.18463640940767,0.445241386619673,1.01743962459852
"Pim2","ENSMUSG00000031155","MGP_CASTEiJ_G0034510","X","X",2787,2795,6.02642854631988,8.15528151625651,6.17731726308558,5.50099793058102,5.71603575086645,4.79807505067428,8.05516882807936,5.17712923479803,4.40754457917306,5.70504160294884
"Pin4","ENSMUSG00000079480","MGP_CASTEiJ_G0034933","X","X",651,651,0.87456879161621,0,1.23003488102165,0.406040606825819,0.752952458355894,7.39488269458759,7.94497751621604,7.07237351479008,8.73384409697885,5.44311018270763
"Pir","ENSMUSG00000031379","MGP_CASTEiJ_G0035212","X","X",5569,5553,0.0511172816791304,0.417405863367551,0.0718937607779756,0,0.264053896780223,0,0,0,0.113766982954824,0
"Pja1","ENSMUSG00000034403","MGP_CASTEiJ_G0034900","X","X",3322,3324,6.34128190357005,9.01885936714467,7.83397441156397,6.36562155433134,5.1643653713543,2.06896537483949,2.92896176856042,2.37447919449631,1.9955940408109,1.68787178725207
"Plac1","ENSMUSG00000061082","MGP_CASTEiJ_G0034684","X","X",1394,1395,0,0,0,0,0,0,0,0,0,0
"Platr21","ENSMUSG00000086807","MGP_CASTEiJ_G0015111","X","X",4012,4041,0.709551699080451,1.80256262010161,0.49897352165073,0.131770904807382,0.183264724721967,0.085093304948855,0.301159023716125,0,0,0.0730731817401359
"Plp1","ENSMUSG00000031425","MGP_CASTEiJ_G0035072","X","X",5392,5551,0.633543341997945,0.574810398885729,1.26231417176062,0.784369243452843,0.636350955624594,0.185837891532151,0,0,0,0
"Pls3","ENSMUSG00000016382","MGP_CASTEiJ_G0034828","X","X",4091,4238,46.6915196923227,49.3708412482528,47.3679186570306,71.0744753233852,72.0700289194322,37.7290823652006,32.6644375147928,34.0660445361413,7.52790864690441,9.96373006604533
"Plxna3","ENSMUSG00000031398","MGP_CASTEiJ_G0034804","X","X",7913,7880,1.40303469293214,1.63200728273719,1.41672411293205,1.70364642831088,1.67251931764457,0.174549261572753,0.386098862575145,0.208670919059478,0,0.112419566273562
"Plxnb3","ENSMUSG00000031385","MGP_CASTEiJ_G0034780","X","X",6491,6493,0.0877128768051383,0.198953529938367,0.185045302929847,0.0407229140415357,0.113273467198356,0,0,0,0,0
"Pnck","ENSMUSG00000002012","MGP_CASTEiJ_G0034776","X","X",1971,1971,0,0.262081656586492,0.406267228587058,0,0,0,0,0.166852038781196,0,0
"Pnma5","ENSMUSG00000050424","MGP_CASTEiJ_G0034764","X","X",2247,3123,0,0,0,0.235275865637391,0,0,0,0,0.202288842890854,0
"Pof1b","ENSMUSG00000034607","MGP_CASTEiJ_G0034999","X","X",3575,3886,9.07765710503572,8.16386193005779,8.7354840823101,7.39391426695407,6.44421996316512,0.176974804579682,0.391464106676806,0.169256494306607,0.243855400031447,0.227963505464659
"Pola1","ENSMUSG00000006678","MGP_CASTEiJ_G0034867","X","X",8486,8813,1.37538979595971,0.700032273040033,1.27388187035808,1.05907409751151,1.29965485903465,0.507228706329082,0.276179193200239,0.522423142871705,0.573469244387279,0.536096634357225
"Porcn","ENSMUSG00000031169","MGP_CASTEiJ_G0034527","X","X",3000,3000,2.56204927503969,3.18547149498051,1.06767027672679,1.58599461026165,2.69594627714328,0.114620681766108,0.101415301236405,0.328865368437738,0,0.295288727411889
"Pou3f4","ENSMUSG00000056854","MGP_CASTEiJ_G0034987","X","X",2928,2928,0,0,0,0,0,0,0,0,0,0
"Ppef1","ENSMUSG00000062168","MGP_CASTEiJ_G0035190","X","X",3001,2891,0,0.0860651358100593,0,0,0,0,0,0,0,0
"Ppp1r3f","ENSMUSG00000039556","MGP_CASTEiJ_G0034493","X","X",5178,5153,0.109954477277357,0,0.0773225866690896,0.0510491377063747,0.141996538351589,0,0.118084961656982,0.0638201762929823,0.0612990545651209,0.114608471729823
"Pqbp1","ENSMUSG00000031157","MGP_CASTEiJ_G0034512","X","X",1637,1636,8.86883275823146,10.5710804287851,8.56027634822181,10.1728426437064,12.8756250255079,0,0.743877515181455,0,0.386154068672455,0.360988664317713
"Praf2","ENSMUSG00000031149","MGP_CASTEiJ_G0034504","X","X",1076,1339,33.0706484283314,41.5266679869107,26.0467888141991,70.996351047958,68.3325349056255,19.7739936429954,23.1763123064524,16.7011538863078,29.0160608404857,35.0641580720615
"Prdx4","ENSMUSG00000025289","MGP_CASTEiJ_G0035170","X","X",2131,2106,26.4500629051493,20.9679468577738,20.1033645488796,26.0487148564794,29.0974961869054,1.79605056898459,2.022527375085,2.18618953377414,1.34988900929089,2.94447448986214
"Prickle3","ENSMUSG00000031145","MGP_CASTEiJ_G0034498","X","X",4890,4902,4.01684617081888,5.07055651663288,4.50321052300409,3.24334276127127,4.46066589822926,0.631325664562403,0.868919349638719,0.603791986115798,1.09544236616874,1.26500678817823
"Prkx","ENSMUSG00000035725","MGP_CASTEiJ_G0034838","X","X",5707,5807,5.53681579209558,7.33162757240056,8.90972436115532,6.34546059242585,5.92638364760617,1.59880751214994,2.41007604109244,2.32193561321634,1.7406524714259,2.18657056633566
"Prps1","ENSMUSG00000031432","MGP_CASTEiJ_G0035102","X","X",1993,1993,26.5674954093429,26.0484575944624,22.7007164958844,26.6587152251707,22.627109200126,5.17604684342684,5.80097558502263,4.45527593969841,4.75475205480283,5.03753975514511
"Prps2","ENSMUSG00000025742","MGP_CASTEiJ_G0035230","X","X",3881,3873,74.3771068421726,85.9163568880933,109.765637828907,92.0157484524388,78.811481433436,22.018535304411,19.9531266568914,27.5115877546674,23.73337004871,23.48281126849
"Prr32","ENSMUSG00000037086","MGP_CASTEiJ_G0034646","X","X",1110,1110,0,0,0,0,0,0,0,0,0,0
"Prrg1","ENSMUSG00000047996","MGP_CASTEiJ_G0034844","X","X",10720,11614,1.00909900965493,0.770989470346232,0.896364971132566,0.345210269646504,0.640150065807427,0.473720744340723,0.366750701905373,0.481376895422899,0.271976948660296,0.457654304581884
"Prrg3","ENSMUSG00000033361","MGP_CASTEiJ_G0034753","X","X",6114,6087,189.455502855677,119.424553965333,165.153608801825,77.9508309426932,75.7626083772087,27.3417496179379,20.0431423340554,25.7170881183445,8.35480836800148,9.41120636075347
"Psmd10","ENSMUSG00000031429","MGP_CASTEiJ_G0035107","X","X",1404,1469,11.9627182041264,9.7499416282032,10.2660603531422,14.3085933499389,11.8702633285252,0.468157992237335,0.828443577152389,1.1193511519324,1.29015940710988,2.61317457886627
"Ptchd1","ENSMUSG00000041552","MGP_CASTEiJ_G0035171","X","X",3029,3005,0,0,0,0,0,0,0,0,0,0
"Rab33a","ENSMUSG00000031104","MGP_CASTEiJ_G0034658","X","X",1156,1158,0,0,0,0,0,0,0,0,0,0
"Rab39b","ENSMUSG00000031202","MGP_CASTEiJ_G0034827","X","X",3403,3401,0,0,0,0,0,0,0,0,0,0
"Rab9","ENSMUSG00000079316","MGP_CASTEiJ_G0035224","X","X",1447,1749,14.1647506567502,14.8150395459413,18.8151983804652,16.0755039971234,14.5662737849043,32.6364205371764,38.7917876084361,29.1447296214119,37.0235424675151,33.766578320399
"Rab9b","ENSMUSG00000043463","MGP_CASTEiJ_G0035073","X","X",3882,3980,0,0,0,0,0,0,0,0,0,0
"Rai2","ENSMUSG00000043518","MGP_CASTEiJ_G0035195","X","X",2401,2403,0.118563990700157,0,0,0.110092642667059,0,0,0,0,0,0
"Rap2c","ENSMUSG00000050029","MGP_CASTEiJ_G0034674","X","X",3545,3545,2.00756094267332,1.09286941847386,1.58117600925688,1.49129723578905,1.45184951455337,0,0.171647900541164,0.649381545575224,0,0.0832972432755681
"Rbbp7","ENSMUSG00000031353","MGP_CASTEiJ_G0035198","X","X",2672,2909,2.34385745387863,2.7065423771885,3.74603624412938,2.17638980949079,2.20137148378602,12.0570397457645,10.3541919791035,10.0615392887448,12.487285403925,11.9780233188735
"Rbm10","ENSMUSG00000031060","MGP_CASTEiJ_G0034572","X","X",3935,3714,7.88545449609845,9.05790170625319,8.95377868665415,7.85943961883156,9.40482587151751,3.33307313697889,3.52250238543247,3.89608944837386,3.1468333447605,2.94175630431877
"Rbm3","ENSMUSG00000031167","MGP_CASTEiJ_G0034524","X","X",4771,4698,11.4560996019381,10.5023277463428,13.3430811674355,22.7156357928902,28.9726510605517,3.58647088540183,3.69136153925611,3.29005370723152,5.98399074233548,10.6852029927674
"Rbm3os","ENSMUSG00000055188","MGP_CASTEiJ_G0004584","X","X",971,971,0.879522579828249,0.797986012047336,0,1.63336211149501,1.76684055238301,1.06239560854271,1.87999528553582,2.37081110099297,1.30123183593849,2.12875498649147
"Rbm41","ENSMUSG00000031433","MGP_CASTEiJ_G0035098","X","X",6530,6638,0.479539595464294,0.158212234343637,0.245253509202171,0.526236088141946,0.33779084636349,0.155406166901924,0.550007659612921,0.346799876327835,0.285514337005786,0.311392150027602
"Rbmx","ENSMUSG00000031134","MGP_CASTEiJ_G0034713","X","X",4336,4330,30.3974173417226,30.0812139404576,34.1649563874174,32.614818438268,31.8792708048644,2.54124375278206,1.61608678644617,3.11396769190469,1.7508029275237,2.25046836133772
"Rbmx2","ENSMUSG00000031107","MGP_CASTEiJ_G0034662","X","X",1669,1872,6.14032180956189,4.95207137334428,5.03768929252455,6.65186475244548,7.48914756437208,0.918434950048937,0.97514712727312,0,1.18115288312953,1.1041779336983
"Renbp","ENSMUSG00000031387","MGP_CASTEiJ_G0034789","X","X",2494,2494,30.3619846369312,32.0003909474299,27.9332339841311,34.8698360582787,25.6485375203906,4.82565019464367,6.34353929145112,3.29656544143683,3.92626097570012,3.31519020350156
"Reps2","ENSMUSG00000040855","MGP_CASTEiJ_G0035197","X","X",8313,8296,8.49256479422916,12.8006696375781,9.34355980174113,6.07331830787071,4.48130348004525,1.86521119074548,3.26396883198168,1.54601607631049,1.18033930489346,1.63732900927518
"Rgn","ENSMUSG00000023070","MGP_CASTEiJ_G0034570","X","X",1612,1607,2.29574307799256,1.9226908627741,1.49023456739161,2.29569112320752,3.19280802052836,0,0.378650782463241,0,1.17936787121619,0.183751541637765
"Rhox1","ENSMUSG00000071773","MGP_CASTEiJ_G0034615","X","X",862,883,0,0,0,0,0,0,0,0,0,0
"Rhox10","ENSMUSG00000053909","MGP_CASTEiJ_G0034621","X","X",763,763,0,0,0,0,0,0,0,0,0,0
"Rhox11","ENSMUSG00000051038","MGP_CASTEiJ_G0034622","X","X",811,811,0,0,0,0,0,0,0,0,0,0
"Rhox12","ENSMUSG00000071766","MGP_CASTEiJ_G0034623","X","X",1078,1078,0,0,0,0,0,0,0,0,0,0
"Rhox13","ENSMUSG00000050197","MGP_CASTEiJ_G0034624","X","X",867,876,0,0,0,0,0,0,0,0,0,0
"Rhox5","ENSMUSG00000095180","MGP_CASTEiJ_G0034616","X","X",754,754,0,0,0,0,0,0,0,0,0,0
"Rhox6","ENSMUSG00000006200","MGP_CASTEiJ_G0034618","X","X",1005,1010,0,0,0,0,0,0,0,0,0,0
"Ribc1","ENSMUSG00000025257","MGP_CASTEiJ_G0035147","X","X",1547,1547,2.20818726570971,1.00173809657138,2.0704659535749,2.0504132000797,1.26741318782078,0,0,0.637747967235433,0,0.763513193049489
"Ripply1","ENSMUSG00000072945","MGP_CASTEiJ_G0035095","X","X",808,811,0,0,0,0,0.303324288607479,0,0,0,0,0.364104472764351
"Rlim","ENSMUSG00000056537","MGP_CASTEiJ_G0034951","X","X",8932,8917,21.5448239777931,20.2704111362245,22.5917691783882,19.6207349343833,19.3994424331341,3.93337766293921,4.09437125099313,4.97889702131824,3.40068483847824,3.84136956148695
"Rnf113a1","ENSMUSG00000036537","MGP_CASTEiJ_G0034613","X","X",1223,1223,0,0,0.327372325243292,0,0,0,0,0,0,0
"Rnf128","ENSMUSG00000031438","MGP_CASTEiJ_G0035092","X","X",3465,3464,0.246469386728205,0.0745401075226517,0.115548731247488,0.0762864170400023,0.282927590412518,0,0,0.284814118162014,0,0
"Rnf138rt1","ENSMUSG00000083695","MGP_CASTEiJ_G0035204","X","X",1192,1191,0,0,0,0,0,0,0,0,0,0.247933440312249
"Rp2","ENSMUSG00000060090","MGP_CASTEiJ_G0034568","X","X",6716,5141,3.68768259758542,3.46118709513682,2.92114969250369,3.26676475709046,2.91942853120719,0.535089741759693,0.650983260222009,0.447784006820496,0.491537098889815,0.516941946451469
"Rpgr","ENSMUSG00000031174","MGP_CASTEiJ_G0034541","X","X",7253,7247,1.92319522154733,1.56685299778071,2.2080593066182,2.44178590209869,2.43295102909537,0.189795526589387,0.209911621159938,0.317656627440896,0.13076060225227,0.285224381383085
"Rpl36a","ENSMUSG00000079435","MGP_CASTEiJ_G0035036","X","X",1656,1655,0,0,2.65950476539735,0,0.147998807484809,0,0,0.198710192409509,0,0
"Rpl39","ENSMUSG00000079641","MGP_CASTEiJ_G0034608","X","X",1435,1434,0,0,0.837023736109854,0,0,0,0,0,0,0.617758843957926
"Rps4x","ENSMUSG00000031320","MGP_CASTEiJ_G0034935","X","X",1467,1631,654.338419710205,580.64914555053,559.762714101903,692.633865240375,626.330953275711,58.3996238796048,50.7387405327445,47.7873036908302,69.1398087419632,59.5646789199947
"Rps6ka3","ENSMUSG00000031309","MGP_CASTEiJ_G0035181","X","X",8326,8322,9.6759807942487,12.3774090264027,13.7049316388633,13.5880713666423,12.8636311566355,4.62779969639655,4.0215151896195,3.71465328444453,5.31391059172909,4.86115785333199
"Rragb","ENSMUSG00000041658","MGP_CASTEiJ_G0035159","X","X",2246,2258,0.760477671427631,1.72494304919404,1.42609565012483,1.64766433241786,1.09121115402869,0.152286113949656,0.134741321394692,0.145644538723533,0.279782133015118,0.392323375657957
"Rs1","ENSMUSG00000031293","MGP_CASTEiJ_G0035191","X","X",5834,5840,0,0,0,0.0453089535556407,0,0,0,0,0,0
"S100g","ENSMUSG00000040808","MGP_CASTEiJ_G0035202","X","X",480,480,1096.58081239546,1005.14539740264,884.998565318067,1161.41063647285,1135.56525006944,143.275852207634,173.039857734615,140.452917770284,155.962801410946,187.01619402753
"Samt3","ENSMUSG00000035454","MGP_CASTEiJ_G0034856","X","X",1048,1048,0,0,0,0,0,0,0,0,0,0
"Samt4","ENSMUSG00000025051","MGP_CASTEiJ_G0035166","X","X",963,963,0,0,0,0,0,0,0,0,0,0
"Sash3","ENSMUSG00000031101","MGP_CASTEiJ_G0034652","X","X",2676,2677,0.106379724092331,0.193035480243638,0,0,0,0,0,0,0,0
"Sat1","ENSMUSG00000025283","MGP_CASTEiJ_G0035168","X","X",2773,2774,63.1350043734987,59.1448738115406,54.7214706382239,61.7697143556646,68.4084325643018,6.94169954459485,7.89679346325285,7.94303521461013,8.19860491295346,8.94169181780775
"Satl1","ENSMUSG00000025527","MGP_CASTEiJ_G0034996","X","X",2414,2414,0,0,0,0,0,0,0,0,0,0
"Scml1","ENSMUSG00000086540","MGP_CASTEiJ_G0007394","X","X",576,2537,0,0,0,0,0,0,0,0,0,0
"Scml2","ENSMUSG00000000037","MGP_CASTEiJ_G0035194","X","X",5444,6397,0,0.047443327069432,0,0,0,0.0537536415973617,0,0.0514093119333653,0,0
"Serpina7","ENSMUSG00000031271","MGP_CASTEiJ_G0035086","X","X",2448,2448,0,0.105507137486106,0,0,0.10011684035737,0.140466521772191,0,0,0,0
"Sh3bgrl","ENSMUSG00000031246","MGP_CASTEiJ_G0034985","X","X",3281,3298,29.239412295993,24.3245885470558,25.9921253744445,29.1643832629644,27.0408842183887,9.69653432769679,7.47238271693338,6.98016245926067,7.27908615561831,8.32681978450749
"Sh3kbp1","ENSMUSG00000040990","MGP_CASTEiJ_G0035185","X","X",10185,10100,0.754653689260586,0.583257129996831,0.275172751733708,0.259531109517534,0.192507432651816,0.0340457470592399,0.180740140817354,0,0.0312746562548582,0
"Shroom2","ENSMUSG00000045180","MGP_CASTEiJ_G0035154","X","X",8204,8375,3.88630910131163,3.08527356307494,4.24582432693948,3.93083338314483,3.91348967583185,0.287407082637404,1.16249181118744,0.863885146940924,0.867474943045202,1.23404244291536
"Shroom4","ENSMUSG00000068270","MGP_CASTEiJ_G0034487","X","X",8885,8880,4.16515232608216,4.30226876080655,4.82163982596088,5.47407631378997,6.2064553369544,2.74934743425461,2.15850134388294,2.22206330025499,2.48999796984063,2.49399263016798
"Slc10a3","ENSMUSG00000032806","MGP_CASTEiJ_G0034807","X","X",2019,2023,2.39694225280253,3.3260615585516,3.17286857868288,7.59350234399668,5.82671085158618,1.1898340667762,1.35354084695152,2.9261377320214,1.09298971686529,0.583863029979021
"Slc16a2","ENSMUSG00000033965","MGP_CASTEiJ_G0034950","X","X",4275,4263,39.1549051000218,34.8604467065673,45.7974355543333,27.7008025495991,30.8435746327078,8.95348041944964,12.6323070505585,13.8087968450282,6.29821543391879,6.16483620447058
"Slc25a14","ENSMUSG00000031105","MGP_CASTEiJ_G0034660","X","X",2569,2364,2.32702023164368,2.71451917449656,3.11698212356984,0.926038114204932,1.04941466607368,0.145457717977294,1.4156958294422,0.695569730198262,0.267236910468755,0
"Slc25a43","ENSMUSG00000037636","MGP_CASTEiJ_G0034602","X","X",1780,1780,0,0,0.224930535827273,0,0,0,0,0,0,0
"Slc25a53","ENSMUSG00000044348","MGP_CASTEiJ_G0035078","X","X",7922,7963,0.467146912613481,0.58685515099568,0.606477688117969,0.433769459172799,0.742497425482989,0.0863649492146986,0,0.165196719044449,0,0.148330391767871
"Slc35a2","ENSMUSG00000031156","MGP_CASTEiJ_G0034511","X","X",3090,4729,14.0954167235193,13.7917291176013,12.179733739359,15.9112727890327,16.8942794066348,1.01798871519909,1.28672405882518,1.39084528838121,1.53628730133296,2.37280009339222
"Slc38a5","ENSMUSG00000031170","MGP_CASTEiJ_G0034529","X","X",2197,2241,0,0.117560979775142,0,0.12031517298298,0,0,0,0,0,0
"Slc6a14","ENSMUSG00000031089","MGP_CASTEiJ_G0034588","X","X",3434,3434,0,0,1.16591832781755,0,0.0713704208488186,0.100134550174235,0.354392432975207,0.0957674340238026,0,0
"Slc6a8","ENSMUSG00000019558","MGP_CASTEiJ_G0034777","X","X",5214,5210,10.646541546962,11.8391392296262,9.52180051166009,9.12540051934206,11.6573329973765,1.78201059943469,2.51105064481693,1.64117074460292,0.909426184762192,1.47360977211307
"Slc7a3","ENSMUSG00000031297","MGP_CASTEiJ_G0034915","X","X",3789,3784,0.375656032820106,0.136332263164945,0.317004238933133,0.139526225940147,0.129367128632802,0.0908726335354976,0,0.0869094525469709,0,0
"Slc9a6","ENSMUSG00000060681","MGP_CASTEiJ_G0034704","X","X",5012,5098,8.69011126809152,10.3065232468471,8.5475398750324,6.06508979050577,7.62837588395762,1.41645801319435,1.13390980197628,1.48370017145312,0.681564203592536,1.10052683813768
"Slc9a7","ENSMUSG00000037341","MGP_CASTEiJ_G0034567","X","X",8173,3820,0.0348308016237706,0.094805385745499,0.146963056566455,0.194052931636076,0.239898226056375,0.360064968898767,0.637164196249662,0.344361642343181,0.330758144684887,0.695706425839529
"Slitrk2","ENSMUSG00000036790","MGP_CASTEiJ_G0034733","X","X",8127,8080,0,0,0,0,0,0,0,0,0,0
"Slitrk4","ENSMUSG00000046699","MGP_CASTEiJ_G0034730","X","X",7049,8743,0,0,0,0,0,0,0,0,0,0
"Smarca1","ENSMUSG00000031099","MGP_CASTEiJ_G0034648","X","X",5989,6118,0.142597499584777,0.0431259763843693,0.0668519542114787,0.662044836475892,0.204613479040611,0,0,0.0537537378943671,0.051630275935611,0.0965311302425266
"Smc1a","ENSMUSG00000041133","MGP_CASTEiJ_G0035148","X","X",5766,5769,9.47919722525957,11.1536744136196,9.51293105564322,9.30618874676596,10.838872081978,1.90736443916559,2.0567845804575,1.76717393336278,1.69736433929556,1.74030451239456
"Smim9","ENSMUSG00000073094","MGP_CASTEiJ_G0034820","X","X",809,806,0,0,0,0,0,0,0,0,0,0
"Smpx","ENSMUSG00000041476","MGP_CASTEiJ_G0035177","X","X",2268,2275,0,0,0,0,0,0,0.133734463168885,0,0,0
"Sms","ENSMUSG00000071708","MGP_CASTEiJ_G0035174","X","X",5997,6010,15.1426401856051,17.4427207585835,16.5571678732019,20.672321499992,20.4749205640515,3.49011393730411,3.79674588655424,3.66621958158544,4.04697174199721,3.3901700817671
"Snora35","ENSMUSG00000077767","MGP_CASTEiJ_G0038379","X","X",128,128,0,0,0,0,0,0,0,0,0,0
"Snora69","ENSMUSG00000065642","MGP_CASTEiJ_G0038340","X","X",131,131,0,0,0,0,0,0,0,0,0,0
"Snord61","ENSMUSG00000065110","MGP_CASTEiJ_G0038342","X","X",71,71,0,0,0,0,0,0,0,0,0,0
"Snx12","ENSMUSG00000046032","MGP_CASTEiJ_G0034916","X","X",3287,2953,6.23559300283465,8.56485564639267,5.48127043497554,8.5242586293345,6.78516224299687,3.72623956977525,4.12117715826908,4.90012739968185,3.52991633245655,3.39987021063468
"Sowahd","ENSMUSG00000044400","MGP_CASTEiJ_G0034607","X","X",1574,1574,0,0,0,0,0,0,0,0,0,0
"Sox3","ENSMUSG00000045179","MGP_CASTEiJ_G0034723","X","X",2063,2065,0,0,0,0,0,0,0,0,0,0
