"gene_id","gene_name","chromosome","locus","rpkm"
,"Alppl2",1,"chr1:88983265-88986503",0
,"Alpi",1,"chr1:88994576-88998181",0
,"Akp3",1,"chr1:89021582-89024487",0
,"Ecel1",1,"chr1:89044229-89051602",0.351478
,"Prss56",1,"chr1:89080067-89084979",0
,"Chrnd",1,"chr1:89087226-89096645",0
,"Chrng",1,"chr1:89102385-89108410",0.017909
,"Eif4e2",1,"chr1:89110488-89137063",30.23825
,"Efhd1",1,"chr1:89160938-89207366",5.24304
,"Gigyf2",1,"chr1:89223572-89347385",15.00785
,"Kcnj13",1,"chr1:89282858-89291304",0.335555
,"3110079O15Rik",1,"chr1:89366838-89372034",0.059315
,"Ngef",1,"chr1:89373403-89470445",0.126798
,"Neu2",1,"chr1:89470601-89494415",0
,"Inpp5d",1,"chr1:89516886-89617083",42.09399
,"Atg16l1",1,"chr1:89652585-89689003",20.013394
,"Scarna6",1,"chr1:89681145-89681393",2.62419
,"Sag",1,"chr1:89700254-89741732",1.5434
,"Dgkd",1,"chr1:89749861-89841064",46.7921
,"Usp40",1,"chr1:89841695-89905126",5.76263
,"Ugt1a10",1,"chr1:89951985-90116577",0
,"Ugt1a9",1,"chr1:89967353-90116577",0.017563
,"Ugt1a7c",1,"chr1:89991575-90116577",1.1935
,"Ugt1a6b",1,"chr1:89999831-90115573",0.891095
,"Ugt1a6a",1,"chr1:90031383-90116577",0.383863
,"Ugt1a5",1,"chr1:90062586-90116577",0
,"Ugt1a2",1,"chr1:90097185-90116577",0
,"Ugt1a1",1,"chr1:90108533-90116577",0.017307
,"Dnajb3",1,"chr1:90101306-90102323",0.15115
,"Heatr7b1",1,"chr1:90123594-90158864",0.087091
,"Hjurp",1,"chr1:90155430-90174154",2.17173
,"6430706D22Rik",1,"chr1:90159687-90165983",19.7271
,"A730008H23Rik",1,"chr1:90161402-90174132",4.84901
,"Trpm8",1,"chr1:90203286-90285426",0.004226
,"Spp2",1,"chr1:90303593-90323013",0
,"Glrp1",1,"chr1:90396445-90406641",0.087707
,"Gm19589",1,"chr1:90448091-90458741",0.0318
,"Arl4c",1,"chr1:90594800-90598766",21.2775
,"2410088K16Rik",1,"chr1:90651464-90652308",0
,"1700067G17Rik",1,"chr1:90912687-90918785",0
,"Sh3bp4",1,"chr1:90967036-91050368",1.6361
,"C030007H22Rik",1,"chr1:91256916-91302708",0
,"Agap1",1,"chr1:91351385-91791857",2.07132
,"4933400F21Rik",1,"chr1:91573081-91580467",0.036116
,"Gbx2",1,"chr1:91824536-91827751",1.54401
,"Asb18",1,"chr1:91849252-91911152",0
,"Iqca",1,"chr1:91938706-92049976",0.005116
,"Cxcr7",1,"chr1:92100577-92112863",21.2835
,"Cops8",1,"chr1:92499999-92509916",31.4049
,"Col6a3",1,"chr1:92663434-92740548",2.023844
,"Mlph",1,"chr1:92811676-92847719",0.362994
,"Prlh",1,"chr1:92849684-92850589",0
,"Rab17",1,"chr1:92854709-92866197",0.52181
,"Lrrfip1",1,"chr1:92895303-93025521",62.679123
,"Rbm44",1,"chr1:93041679-93067372",0.097004
,"Ramp1",1,"chr1:93076398-93121773",10.425881
,"Ube2f",1,"chr1:93146895-93182602",24.4652
,"Scly",1,"chr1:93194914-93217657",13.3345
,"Espnl",1,"chr1:93218651-93244880",0.428782
,"Klhl30",1,"chr1:93247649-93258981",0.464231
,"Fam132b",1,"chr1:93263006-93270794",0.270945
,"Ilkap",1,"chr1:93272407-93295360",53.7641
,"1700020N18Rik",1,"chr1:93301456-93302606",0.26884
,"Hes6",1,"chr1:93308059-93309799",34.6633
,"Per2",1,"chr1:93312558-93355905",2.31313
,"Traf3ip1",1,"chr1:93391244-93425884",3.93387
,"Asb1",1,"chr1:93437141-93456167",5.35832
,"Twist2",1,"chr1:93698053-93744604",0.291266
,"Hdac4",1,"chr1:93829331-94044970",1.71318
,"Ndufa10",1,"chr1:94336295-94370335",40.4555
,"Olfr1416",1,"chr1:94376257-94377196",0
,"Olfr1415",1,"chr1:94387394-94388330",0
,"Olfr1414",1,"chr1:94407624-94415092",0
,"Olfr1413",1,"chr1:94469701-94470783",0
,"Olfr1412",1,"chr1:94484908-94485874",0
,"Olfr1411",1,"chr1:94493097-94494069",0
,"Olfr1410",1,"chr1:94504415-94505384",0
,"Olfr12",1,"chr1:94516457-94517578",0
,"Myeov2",1,"chr1:94533721-94538562",256.16176
,"Otos",1,"chr1:94540794-94545418",0.920635
,"Gpc1",1,"chr1:94728262-94756773",2.95398
,"Mir149",1,"chr1:94746954-94747020",0
,"Ankmy1",1,"chr1:94766705-94799483",0.146768
,"Dusp28",1,"chr1:94803565-94805197",6.44916
,"Rnpepl1",1,"chr1:94807401-94817162",19.8445
,"9430060I03Rik",1,"chr1:94830119-94847167",0.135714
,"Capn10",1,"chr1:94830984-94844525",4.48226
,"Gpr35",1,"chr1:94869695-94882968",4.735272
,"Aqp12",1,"chr1:94902910-94908846",0.017432
,"Kif1a",1,"chr1:94912032-94998442",0.689812
,"Agxt",1,"chr1:95031852-95041998",0
,"2310007B03Rik",1,"chr1:95047931-95057525",0.029442
,"Sned1",1,"chr1:95132473-95193025",2.50728
,"Mterfd2",1,"chr1:95195787-95202447",17.2789
,"Pask",1,"chr1:95206013-95239365",1.26444
,"Ppp1r7",1,"chr1:95240221-95264195",11.2783
,"Ano7",1,"chr1:95270472-95300079",0.117406
,"Hdlbp",1,"chr1:95302516-95375385",35.4103
,"Sept2",1,"chr1:95375569-95406309",42.326194
,"Farp2",1,"chr1:95408680-95518553",0.89698
,"Stk25",1,"chr1:95517327-95532304",33.6539
,"Bok",1,"chr1:95582270-95592339",14.9942
,"Thap4",1,"chr1:95601967-95651415",6.30459
,"Atg4b",1,"chr1:95651609-95686106",16.377
,"Dtymk",1,"chr1:95689152-95698511",75.8212
,"Ing5",1,"chr1:95700541-95718677",12.1455
,"D2hgdh",1,"chr1:95721816-95748751",3.91231
,"Gal3st2",1,"chr1:95757920-95773071",0.221199
,"Gm9994",1,"chr1:95815013-95837816",0.046988
,"Gm6086",1,"chr1:95887085-95908116",0.087782
,"Neu4",1,"chr1:95917069-95924907",0.003575
,"Pdcd1",1,"chr1:95934881-95949130",6.13745
,"4930440C22Rik",1,"chr1:96694018-96699049",0.011294
,"Fam174a",1,"chr1:97210204-97231861",14.3902
,"St8sia4",1,"chr1:97484258-97564171",34.316615
,"4930598F16Rik",1,"chr1:97597760-97613095",0
,"1700063A18Rik",1,"chr1:97887235-97918335",0
,"4930533P14Rik",1,"chr1:98508633-98559150",0
,"Slco4c1",1,"chr1:98715360-98768748",0.028087
,"Slco6b1",1,"chr1:98802752-98894137",0
,"Slco6c1",1,"chr1:98956025-99024880",0
,"D1Ertd622e",1,"chr1:99540478-99558595",20.2886
,"Ppip5k2",1,"chr1:99602622-99666669",12.9959
,"Gin1",1,"chr1:99666755-99689548",6.56203
,"Pam",1,"chr1:99717670-99992209",14.4903
,"B230216N24Rik",1,"chr1:99927699-99944370",0.299729
,"1810006J02Rik",1,"chr1:100028043-100041232",1.30611
,"Slco6d1",1,"chr1:100317700-100405957",0.007723
,"Cntnap5b",1,"chr1:101669341-102382519",0
,"Gm20268",1,"chr1:103052344-103071779",0
,"Cdh20",1,"chr1:106665395-106892058",0.157398
,"Rnf152",1,"chr1:107173493-107253287",0.28136
,"Pign",1,"chr1:107414998-107560253",6.17424
,"2310035C23Rik",1,"chr1:107560437-107651708",15.91413
,"Tnfrsf11a",1,"chr1:107677299-107744558",1.46869
,"Zcchc2",1,"chr1:107886982-107930654",12.6363
,"LOC626049",1,"chr1:108049201-108068101",0.269625
,"Phlpp1",1,"chr1:108068445-108290822",3.14976
,"Bcl2",1,"chr1:108434755-108610867",23.33183
,"Kdsr",1,"chr1:108616986-108656319",5.34042
,"Vps4b",1,"chr1:108667364-108693302",35.6836
,"Serpinb5",1,"chr1:108757756-108779925",0.045594
,"Serpinb12",1,"chr1:108831025-108853657",0.042458
,"Serpinb13",1,"chr1:108877560-108897772",0
,"Serpinb3a",1,"chr1:108942163-108948880",0.053937
,"Serpinb3d",1,"chr1:108974769-108980057",0
,"Serpinb3b",1,"chr1:109050537-109057691",0.010765
,"Serpinb3c",1,"chr1:109167777-109174948",0.264131
,"Serpinb11",1,"chr1:109258890-109277052",0.318768
,"Serpinb7",1,"chr1:109319265-109349266",1.15103
,"Serpinb2",1,"chr1:109407999-109422177",2.313218
,"Serpinb10-ps",1,"chr1:109425579-109445848",3.964563
,"Serpinb8",1,"chr1:109486582-109505555",2.856911
,"Cdh7",1,"chr1:111880313-112035578",0.004884
,"Cdh19",1,"chr1:112785771-112873949",0.415524
,"Dsel",1,"chr1:113755278-113761495",2.78392
,"Cntnap5a",1,"chr1:117581713-118477251",0
,"Tsn",1,"chr1:120195094-120207709",31.3183
,"Mki67ip",1,"chr1:120218419-120230408",37.6358
,"Clasp1",1,"chr1:120285634-120506039",6.272378
,"2900060B14Rik",1,"chr1:120355245-120355842",2.53584
,"Tfcp2l1",1,"chr1:120524521-120581745",0.166306
,"Gli2",1,"chr1:120730637-120950196",0.281474
,"Inhbb",1,"chr1:121312041-121318825",1.26064
,"Ralb",1,"chr1:121366881-121401359",19.8721
,"Tmem185b",1,"chr1:121422730-121425560",12.2869
,"Epb4.1l5",1,"chr1:121441609-121545577",0.62645
,"Ptpn4",1,"chr1:121554669-121733648",4.81774
,"Tmem177",1,"chr1:121804477-121809745",3.92234
,"Gm101",1,"chr1:121820095-121891787",0.006666
,"Sctr",1,"chr1:121903556-121960109",0.008949
,"Tmem37",1,"chr1:121963953-121970357",6.72618
,"Dbi",1,"chr1:122009856-122017673",127.39071
,"3110009E18Rik",1,"chr1:122017763-122084766",10.07096
,"Steap3",1,"chr1:122122992-122167659",1.603495
,"C1ql2",1,"chr1:122237158-122239751",0
,"Marco",1,"chr1:122371114-122401661",205.403
,"En1",1,"chr1:122499063-122504568",0
,"B230209K01Rik",1,"chr1:122983981-123017552",0
,"Insig2",1,"chr1:123200929-123229157",14.926703
,"Ccdc93",1,"chr1:123327643-123403037",6.953083
,"Htr5b",1,"chr1:123406349-123425042",0.017084
,"Ddx18",1,"chr1:123450411-123464557",4.39122
,"Dpp10",1,"chr1:125228714-125942136",0.187676
,"Actr3",1,"chr1:127289481-127332304",116.705102
,"Slc35f5",1,"chr1:127457592-127492261",5.43672
,"Gpr39",1,"chr1:127573572-127770438",0.42036
,"Lypd1",1,"chr1:127768618-127808791",0.109259
,"Nckap5",1,"chr1:127810212-128727209",0.150272
,"Mgat5",1,"chr1:129101562-129379549",1.67588
,"Tmem163",1,"chr1:129386918-129574598",10.7506
,"Acmsd",1,"chr1:129625989-129664141",0.021978
,"2900009J06Rik",1,"chr1:129650193-129670631",0.176584
,"Ccnt2",1,"chr1:129670740-129701414",35.7523
,"Ysk4",1,"chr1:129711847-129736867",2.25448
,"Rab3gap1",1,"chr1:129765349-129840453",20.1901
,"Zranb3",1,"chr1:129850762-129998985",4.95726
,"R3hdm1",1,"chr1:129999882-130134312",16.007
,"Mir128-1",1,"chr1:130098937-130099007",0
,"Ubxn4",1,"chr1:130140757-130175954",25.6298
,"Lct",1,"chr1:130181340-130224895",0.046446
,"Mcm6",1,"chr1:130228167-130256233",32.401
,"Dars",1,"chr1:130260283-130313993",50.255214
,"Cxcr4",1,"chr1:130484775-130488876",202.993
,"Thsd7b",1,"chr1:131169880-132115855",0.038148
,"Daf2",1,"chr1:132285104-132319576",1.22121
,"Cd55",1,"chr1:132335606-132359317",43.5049
,"Zp3r",1,"chr1:132473282-132526183",0.016804
,"C4bp",1,"chr1:132532497-132558195",0.009157
,"C4bp-ps1",1,"chr1:132566778-132578148",0.167431
,"Pfkfb2",1,"chr1:132585619-132625830",10.70298
,"Yod1",1,"chr1:132613903-132618634",4.80513
,"AA986860",1,"chr1:132628552-132641199",0.341132
,"Fcamr",1,"chr1:132697478-132711317",8.980402
,"Pigr",1,"chr1:132723260-132748826",1.81455
,"Faim3",1,"chr1:132762353-132777367",130.058
,"Il24",1,"chr1:132778650-132783988",3.21758
,"Il20",1,"chr1:132803768-132807873",0.049524
,"Il19",1,"chr1:132829232-132835818",0.056267
,"Il10",1,"chr1:132916421-132921547",1.98022
,"Mapkapk2",1,"chr1:132950280-132994120",46.3494
,"Dyrk3",1,"chr1:133025017-133034811",2.92205
,"Eif2d",1,"chr1:133049783-133070048",30.14914
,"Rassf5",1,"chr1:133072986-133141755",55.6749
,"Ikbke",1,"chr1:133151178-133176140",28.4269
,"Srgap2",1,"chr1:133181827-133423938",5.47965
,"Fam72a",1,"chr1:133424565-133436449",2.31327
,"Avpr1b",1,"chr1:133495690-133508577",0
,"Ctse",1,"chr1:133534890-133572084",41.5298
,"5430435G22Rik",1,"chr1:133585271-133610041",10.5637
,"Slc26a9",1,"chr1:133640598-133666982",0.255158
,"Pm20d1",1,"chr1:133693971-133714692",0.410342
,"Slc41a1",1,"chr1:133724588-133745440",12.8004
,"Rab7l1",1,"chr1:133763853-133769464",31.027
,"Nucks1",1,"chr1:133807034-133832898",23.33209
,"Slc45a3",1,"chr1:133859543-133879541",6.747485
,"Elk4",1,"chr1:133904181-133922261",19.0545
,"Mfsd4",1,"chr1:133923197-133964639",7.130054
,"Cdk18",1,"chr1:134010123-134036262",0.671038
,"Lemd1",1,"chr1:134088012-134153959",0.216886
,"Mir135b",1,"chr1:134094664-134094761",0
,"Klhdc8a",1,"chr1:134195202-134203934",0.711397
,"Nuak2",1,"chr1:134212701-134230065",16.688077
,"Tmcc2",1,"chr1:134252891-134287858",2.30757
,"Dstyk",1,"chr1:134314029-134363536",7.25266
,"Rbbp5",1,"chr1:134373943-134402242",15.906
,"Tmem81",1,"chr1:134402806-134405216",14.3237
,"Cntn2",1,"chr1:134406001-134439517",3.05361
,"Nfasc",1,"chr1:134461266-134638374",1.63937
,"Gm10538",1,"chr1:134625929-134629403",0.009179
,"Lrrn2",1,"chr1:134776931-134836582",0.083217
,"Mdm4",1,"chr1:134886421-134921925",28.8659
,"Pik3c2b",1,"chr1:134942588-135005265",7.4583
,"Ppp1r15b",1,"chr1:135027742-135036377",29.0039
,"Plekha6",1,"chr1:135142673-135200012",12.473876
,"Gm19461",1,"chr1:135146428-135166385",1.60252
,"Golt1a",1,"chr1:135206399-135219603",0
,"Kiss1",1,"chr1:135223788-135226299",0.052442
,"Ren2",1,"chr1:135247142-135256900",2E-06
,"Ren1",1,"chr1:135247250-135256896",0.025236
,"Etnk2",1,"chr1:135260148-135276895",0.13339
,"Sox13",1,"chr1:135278876-135320789",2.58428
,"Snrpe",1,"chr1:135500447-135506857",121.752
,"Zc3h11a",1,"chr1:135516447-135557957",47.446
,"Zbed6",1,"chr1:135552455-135557462",16.6896
,"Lax1",1,"chr1:135575605-135586685",93.0882
,"Atp2b4",1,"chr1:135599250-135650324",3.02549
,"Optc",1,"chr1:135793770-135804576",0.054241
,"Prelp",1,"chr1:135806881-135817978",4.41916
,"Fmod",1,"chr1:135934091-135944854",3.07005
,"Btg2",1,"chr1:135971441-135975732",109.139
,"Chit1",1,"chr1:136007818-136048013",0.081608
,"Chi3l1",1,"chr1:136078980-136086608",10.5384
,"Mybph",1,"chr1:136090024-136097809",0.170695
,"Adora1",1,"chr1:136095798-136132008",0.161194
,"Myog",1,"chr1:136186580-136189125",0
,"Ppfia4",1,"chr1:136193359-136229505",2.39034
,"Tmem183a",1,"chr1:136242673-136258576",25.686995
,"4933406M09Rik",1,"chr1:136282516-136287560",0
,"Cyb5r1",1,"chr1:136302566-136308315",14.6478
,"Adipor1",1,"chr1:136312043-136328918",58.0212
,"Klhl12",1,"chr1:136352131-136387450",7.7826
,"Rabif",1,"chr1:136391236-136404461",28.9804
,"4931440L10Rik",1,"chr1:136437521-136443599",0
,"Kdm5b",1,"chr1:136456754-136529455",6.74558
,"Syt2",1,"chr1:136543257-136645994",0.009667
,"Ppp1r12b",1,"chr1:136662519-136852517",1.951674
,"Ube2t",1,"chr1:136859153-136870714",8.00608
,"Lgr6",1,"chr1:136882929-137001853",0.152956
,"Ptprv",1,"chr1:137005074-137029152",1.29594
,"Ptpn7",1,"chr1:137029301-137041897",20.5825
,"Arl8a",1,"chr1:137043410-137052845",24.4755
,"Gpr37l1",1,"chr1:137056826-137064258",0.097559
,"Elf3",1,"chr1:137150150-137155049",0
,"Rnpep",1,"chr1:137159275-137180661",10.67728
,"Timm17a",1,"chr1:137198111-137210314",25.5446
,"Lmod1",1,"chr1:137221389-137264642",1.13984
,"Shisa4",1,"chr1:137268032-137271640",3.83354
,"Ipo9",1,"chr1:137278891-137327068",11.571
,"Nav1",1,"chr1:137331156-137481932",3.51484
,"Csrp1",1,"chr1:137625773-137648806",109.666
,"Phlda3",1,"chr1:137662661-137665711",5.63451
,"Tnni1",1,"chr1:137695997-137707566",0.383301
,"Lad1",1,"chr1:137715174-137729918",1.7542
,"Tnnt2",1,"chr1:137732962-137748838",6.314627
,"Pkp1",1,"chr1:137767971-137815601",0.014369
,"Igfn1",1,"chr1:137850154-137902919",0.031498
,"Tmem9",1,"chr1:137904795-137931607",16.24456
,"Cacna1s",1,"chr1:137949477-138016399",1.176338
,"6530439I21",1,"chr1:138024295-138027760",0.325903
,"Kif21b",1,"chr1:138027977-138074591",17.9443
,"5730559C18Rik",1,"chr1:138110098-138130857",0.027376
,"Gpr25",1,"chr1:138155490-138157450",0.595388
,"Camsap2",1,"chr1:138164699-138242681",6.76849
,"9230116N13Rik",1,"chr1:138308492-138312096",1.49193
,"Ddx59",1,"chr1:138311847-138336797",6.39926
,"Kif14",1,"chr1:138364534-138428088",0.854916
,"Zfp281",1,"chr1:138521477-138526968",12.95723
,"Gm19705",1,"chr1:138579972-138587382",4.511941
,"Gm16880",1,"chr1:138592787-138622305",0.015443
,"Nr5a2",1,"chr1:138740160-138857025",0.080693
,"Mir181a-1",1,"chr1:139863031-139863118",11.5305
,"Mir181b-1",1,"chr1:139863215-139863295",0
,"Ptprc",1,"chr1:139959437-140071882",277.581
,"Atp6v1g3",1,"chr1:140170314-140186039",0.045676
,"Nek7",1,"chr1:140381290-140516273",39.5896
,"Gm5833",1,"chr1:140536671-140578652",0
,"Lhx9",1,"chr1:140721762-140744156",0.230109
,"2310009B15Rik",1,"chr1:140748555-140753431",3.92602
,"Dennd1b",1,"chr1:140860285-141072619",13.12173
,"Crb1",1,"chr1:141094830-141273653",0.01368
,"4933436E23Rik",1,"chr1:141276028-141299429",0
,"Zbtb41",1,"chr1:141318959-141349584",4.66936
,"Aspm",1,"chr1:141351349-141390665",3.03659
,"F13b",1,"chr1:141398283-141420333",0.077807
,"Cfhr1",1,"chr1:141443640-141456799",0.020122
,"Gm4788",1,"chr1:141594495-141677816",0.160679
,"Cfhr2",1,"chr1:141706868-141755276",0.538784
,"Cfh",1,"chr1:141982431-142079988",6.35842
,"Kcnt2",1,"chr1:142142833-142506838",0.057379
,"4930590L20Rik",1,"chr1:142466752-142552979",0
,"Cdc73",1,"chr1:145454628-145549814",9.74684
,"B3galt2",1,"chr1:145487826-145497067",0.509935
,"Glrx2",1,"chr1:145586478-145596808",5.286904
,"Trove2",1,"chr1:145597920-145624181",3.12359
,"Uchl5",1,"chr1:145624407-145654596",19.068128
,"Rgs2",1,"chr1:145846467-145851279",50.3499
,"Rgs13",1,"chr1:145985796-146024502",4.23196
,"Rgs1",1,"chr1:146091798-146096234",36.2228
,"Rgs18",1,"chr1:146599970-146622551",23.2983
,"Fam5c",1,"chr1:148342795-148749602",0.024067
,"Pla2g4a",1,"chr1:151676751-151808414",8.59767
,"7530420F21Rik",1,"chr1:151923790-151946896",0
,"Ptgs2",1,"chr1:151947253-151955142",0.156122
,"Pdc",1,"chr1:152166546-152181036",0.014903
,"2310030A07Rik",1,"chr1:152167810-152193901",0.377681
,"BC003331",1,"chr1:152208440-152240185",20.7797
,"Prg4",1,"chr1:152296541-152313295",4.024243
,"Tpr",1,"chr1:152239967-152297065",41.6999
,"Hmcn1",1,"chr1:152409631-152840565",1.68221
,"C730036E19Rik",1,"chr1:152985163-152991225",0.056817
,"Ivns1abp",1,"chr1:153191627-153211575",210.3562
,"1200016B10Rik",1,"chr1:153214828-153275565",10.3281
,"1190005F20Rik",1,"chr1:153275777-153305313",21.7775
,"Rnf2",1,"chr1:153316535-153347953",25.3242
,"Fam129a",1,"chr1:153418502-153566477",6.34208
,"Edem3",1,"chr1:153602503-153669458",12.812
,"1700025G04Rik",1,"chr1:153731653-153937450",2.17325
,"Tsen15",1,"chr1:154217865-154233812",5.64559
,"Glt25d2",1,"chr1:154246996-154357825",0.295496
,"Rgl1",1,"chr1:154364659-154472241",12.5499
,"Apobec4",1,"chr1:154597680-154604674",0.011286
,"Arpc5",1,"chr1:154613671-154622710",155.725
,"Ncf2",1,"chr1:154655019-154684120",10.6208
,"Smg7",1,"chr1:154684124-154749776",20.847054
,"Nmnat2",1,"chr1:154802230-154966391",0.576973
,"Lamc2",1,"chr1:154969885-155033577",0.688515
,"Lamc1",1,"chr1:155066051-155179916",4.45483
,"E330020D12Rik",1,"chr1:155251315-155261363",7.21171
,"1700012A16Rik",1,"chr1:155272338-155299704",0.668141
,"Dhx9",1,"chr1:155302887-155334790",62.458
,"Npl",1,"chr1:155350145-155396844",7.29367
,"Rgs8",1,"chr1:155500166-155544795",0.035712
,"C230024C17",1,"chr1:155568369-155584959",0.024546
,"Rgs16",1,"chr1:155587482-155592598",1.51535
,"Rnasel",1,"chr1:155596555-155611351",8.8229
,"Rgsl1",1,"chr1:155626516-155691271",0.013429
,"5830403L16Rik",1,"chr1:155696671-155698325",0
,"Gm5531",1,"chr1:155721474-155724001",0.01986
,"Teddm1",1,"chr1:155738775-155740190",0.050766
,"Glul",1,"chr1:155747074-155756844",31.7542
,"Zfp648",1,"chr1:156048316-156052804",0
,"4930452N14Rik",1,"chr1:156088650-156104036",0
,"Cacna1e",1,"chr1:156239648-156573050",3.6072
,"Ier5",1,"chr1:156943496-156946766",38.2652
,"Mr1",1,"chr1:156975007-156993910",7.85244
,"Stx6",1,"chr1:157005832-157050647",16.6257
,"Xpr1",1,"chr1:157122786-157264574",7.78625
,"Acbd6",1,"chr1:157405249-157534363",18.78569
,"Lhx4",1,"chr1:157548823-157589157",0.009335
,"Qsox1",1,"chr1:157625284-157660029",9.24586
,"Cep350",1,"chr1:157692093-157820385",8.67277
,"Tor1aip1",1,"chr1:157851728-157883610",31.466917
,"Tor1aip2",1,"chr1:157882793-157915989",38.21167
,"Fam163a",1,"chr1:157923095-158135156",0.004182
,"Tdrd5",1,"chr1:158185425-158233479",0.061713
,"Nphs2",1,"chr1:158240865-158258166",0.063553
,"Soat1",1,"chr1:158358238-158404459",12.3538
,"Abl2",1,"chr1:158488917-158579750",6.64553
,"Tor3a",1,"chr1:158583747-158604470",23.8636
,"Fam20b",1,"chr1:158608701-158649041",12.4574
,"Ralgps2",1,"chr1:158734296-158869757",40.268754
,"Angptl1",1,"chr1:158769153-158791209",0.232273
,"1700057K13Rik",1,"chr1:159029278-159038776",0.199142
,"Rasal2",1,"chr1:159065313-159342726",1.62537
,"2810025M15Rik",1,"chr1:159342482-159350367",11.07
,"BC026585",1,"chr1:159388712-159418864",8.48391
,"Sec16b",1,"chr1:159436926-159498555",0.613763
,"Fam5b",1,"chr1:160175399-160286391",0.146043
,"Astn1",1,"chr1:160292434-160621917",0.046179
,"Mir488",1,"chr1:160435755-160435864",0
,"Pappa2",1,"chr1:160641861-160887569",0.033042
,"Rfwd2",1,"chr1:161162456-161277711",2.65048
,"Scarna3a",1,"chr1:161270437-161270555",35.3173
,"Mir1843b",1,"chr1:161270488-161270554",7E-05
,"Tnr",1,"chr1:161453899-161855053",0.014817
,"4930523C07Rik",1,"chr1:161974510-162008717",57.28074
,"4930562F07Rik",1,"chr1:162004865-162008116",7.704284
,"Tnn",1,"chr1:162015162-162083706",0.867297
,"Mrps14",1,"chr1:162125390-162131317",23.0278
,"Cacybp",1,"chr1:162132497-162143023",33.7774
,"Rabgap1l",1,"chr1:162149304-162723069",36.8743
,"Gpr52",1,"chr1:162506798-162507884",0.383197
,"Rc3h1",1,"chr1:162836541-162905107",11.3237
,"Serpinc1",1,"chr1:162908736-162933145",0.534281
,"Zbtb37",1,"chr1:162947886-162964390",3.30709
,"Gas5",1,"chr1:162965296-162968668",102.451
,"Mir5117",1,"chr1:162967483-162967574",3E-06
,"Snord47",1,"chr1:162968222-162968287",4708.45
,"Dars2",1,"chr1:162970743-163000763",6.87293
,"Cenpl",1,"chr1:163001022-163016474",10.22409
,"Klhl20",1,"chr1:163018508-163061610",11.6738
,"Ankrd45",1,"chr1:163072842-163100638",0.04808
,"4930469G21Rik",1,"chr1:163086973-163089445",0
,"Prdx6",1,"chr1:163170242-163181297",27.6429
,"Tnfsf4",1,"chr1:163325568-163348337",0.38293
,"Tnfsf18",1,"chr1:163424787-163435421",0.429859
,"Fasl",1,"chr1:163710822-163718626",2.565377
,"AI848100",1,"chr1:163746242-163806792",18.6678
,"4930558K02Rik",1,"chr1:163872219-163909767",0.322779
,"Pigc",1,"chr1:163899318-163903566",11.91071
,"Dnm3",1,"chr1:163917432-164408165",0.660385
,"2810442N19Rik",1,"chr1:163935099-163946616",0.494001
,"Dnm3os",1,"chr1:164147753-164155681",1.32343
,"Mir199a-2",1,"chr1:164147944-164148054",0
,"Mir214",1,"chr1:164153498-164153608",11.7804
,"Mettl13",1,"chr1:164463802-164478476",6.00649
,"Vamp4",1,"chr1:164500958-164529209",15.3649
,"Myoc",1,"chr1:164569280-164579825",0.049176
,"7420461P10Rik",1,"chr1:164577373-164588350",0
,"Prrc2c",1,"chr1:164601915-164670687",18.6457
,"Fmo4",1,"chr1:164724013-164742680",0.019423
,"Fmo1",1,"chr1:164759691-164796679",1.69569
,"Fmo2",1,"chr1:164805177-164828843",5.19557
,"Fmo6",1,"chr1:164846681-164867356",0
,"Fmo3",1,"chr1:164883930-164914622",0.434188
,"4921528O07Rik",1,"chr1:164954432-165015801",0
,"Prrx1",1,"chr1:165175249-165243781",3.718964
,"Gorab",1,"chr1:165315039-165333772",6.82502
,"Mettl11b",1,"chr1:165633123-165655363",0
,"Kifap3",1,"chr1:165709809-165847231",6.13933
,"Scyl3",1,"chr1:165860194-165885257",17.3796
,"BC055324",1,"chr1:165884138-165924912",4.06946
,"2810422O20Rik",1,"chr1:165925075-165927374",8.73381
,"Sele",1,"chr1:165978364-165987808",0.255566
,"Sell",1,"chr1:165992206-166010916",201.2225
,"Selp",1,"chr1:166045394-166080157",0.443278
,"F5",1,"chr1:166081989-166150405",2.26488
,"Gm16548",1,"chr1:166078706-166082348",0.378163
,"Slc19a2",1,"chr1:166179185-166195499",2.00721
,"4930455F23Rik",1,"chr1:166205728-166217978",6.40606
,"Blzf1",1,"chr1:166219930-166237615",6.96569
,"Nme7",1,"chr1:166237805-166367427",10.558427
,"Atp1b1",1,"chr1:166367397-166388486",12.2022
,"Dpt",1,"chr1:166726862-166754397",40.4272
,"LOC433374",1,"chr1:166793251-166801569",0.166601
