"gene_id","gene_name","chromosome","count","locus"
,"Ugt1a1",1,0,"chr1:90108533-90116577"
,"Dnajb3",1,2,"chr1:90101306-90102323"
,"Heatr7b1",1,1.28116,"chr1:90123594-90158864"
,"Hjurp",1,60.0539,"chr1:90155430-90174154"
,"6430706D22Rik",1,268.079,"chr1:90159687-90165983"
,"A730008H23Rik",1,90.5854,"chr1:90161402-90174132"
,"Trpm8",1,0,"chr1:90203286-90285426"
,"Spp2",1,0,"chr1:90303593-90323013"
,"Glrp1",1,0,"chr1:90396445-90406641"
,"Gm19589",1,0,"chr1:90448091-90458741"
,"Arl4c",1,41,"chr1:90594800-90598766"
,"2410088K16Rik",1,0,"chr1:90651464-90652308"
,"1700067G17Rik",1,0,"chr1:90912687-90918785"
,"Sh3bp4",1,7,"chr1:90967036-91050368"
,"C030007H22Rik",1,0,"chr1:91256916-91302708"
,"Agap1",1,207,"chr1:91351385-91791857"
,"4933400F21Rik",1,0,"chr1:91573081-91580467"
,"Gbx2",1,2,"chr1:91824536-91827751"
,"Asb18",1,0,"chr1:91849252-91911152"
,"Iqca",1,0,"chr1:91938706-92049976"
,"Cxcr7",1,196,"chr1:92100577-92112863"
,"Cops8",1,159,"chr1:92499999-92509916"
,"Col6a3",1,54,"chr1:92663434-92740548"
,"Mlph",1,1,"chr1:92811676-92847719"
,"Prlh",1,0,"chr1:92849684-92850589"
,"Rab17",1,0,"chr1:92854709-92866197"
,"Lrrfip1",1,330,"chr1:92895303-93025521"
,"Rbm44",1,0,"chr1:93041679-93067372"
,"Ramp1",1,17,"chr1:93076398-93121773"
,"Ube2f",1,12,"chr1:93146895-93182602"
,"Scly",1,204,"chr1:93194914-93217657"
,"Espnl",1,10,"chr1:93218651-93244880"
,"Klhl30",1,13,"chr1:93247649-93258981"
,"Fam132b",1,18,"chr1:93263006-93270794"
,"Ilkap",1,121,"chr1:93272407-93295360"
,"1700020N18Rik",1,0,"chr1:93301456-93302606"
,"Hes6",1,41,"chr1:93308059-93309799"
,"Per2",1,49,"chr1:93312558-93355905"
,"Traf3ip1",1,58,"chr1:93391244-93425884"
,"Asb1",1,1312,"chr1:93437141-93456167"
,"Twist2",1,0,"chr1:93698053-93744604"
,"Hdac4",1,9,"chr1:93829331-94044970"
,"Ndufa10",1,91,"chr1:94336295-94370335"
,"Olfr1416",1,0,"chr1:94376257-94377196"
,"Olfr1415",1,0,"chr1:94387394-94388330"
,"Olfr1414",1,0,"chr1:94407624-94415092"
,"Olfr1413",1,0,"chr1:94469701-94470783"
,"Olfr1412",1,0,"chr1:94484908-94485874"
,"Olfr1411",1,0,"chr1:94493097-94494069"
,"Olfr1410",1,0,"chr1:94504415-94505384"
,"Olfr12",1,0,"chr1:94516457-94517578"
,"Myeov2",1,114,"chr1:94533721-94538562"
,"Otos",1,1,"chr1:94540794-94545418"
,"Gpc1",1,8,"chr1:94728262-94756773"
,"Mir149",1,0,"chr1:94746954-94747020"
,"Ankmy1",1,0,"chr1:94766705-94799483"
,"Dusp28",1,18,"chr1:94803565-94805197"
,"Rnpepl1",1,136,"chr1:94807401-94817162"
,"9430060I03Rik",1,2.34934,"chr1:94830119-94847167"
,"Capn10",1,44.6507,"chr1:94830984-94844525"
,"Gpr35",1,69,"chr1:94869695-94882968"
,"Aqp12",1,1,"chr1:94902910-94908846"
,"Kif1a",1,79,"chr1:94912032-94998442"
,"Agxt",1,0,"chr1:95031852-95041998"
,"2310007B03Rik",1,0,"chr1:95047931-95057525"
,"Sned1",1,32,"chr1:95132473-95193025"
,"Mterfd2",1,174,"chr1:95195787-95202447"
,"Pask",1,62,"chr1:95206013-95239365"
,"Ppp1r7",1,184,"chr1:95240221-95264195"
,"Ano7",1,2,"chr1:95270472-95300079"
,"Hdlbp",1,470,"chr1:95302516-95375385"
,"Sept2",1,268,"chr1:95375569-95406309"
,"Farp2",1,10.3877,"chr1:95408680-95518553"
,"Stk25",1,285.612,"chr1:95517327-95532304"
,"Bok",1,63,"chr1:95582270-95592339"
,"Thap4",1,9,"chr1:95601967-95651415"
,"Atg4b",1,190,"chr1:95651609-95686106"
,"Dtymk",1,275,"chr1:95689152-95698511"
,"Ing5",1,199,"chr1:95700541-95718677"
,"D2hgdh",1,38,"chr1:95721816-95748751"
,"Gal3st2",1,0,"chr1:95757920-95773071"
,"Gm9994",1,0,"chr1:95815013-95837816"
,"Gm6086",1,0,"chr1:95887085-95908116"
,"Neu4",1,0,"chr1:95917069-95924907"
,"Pdcd1",1,9,"chr1:95934881-95949130"
,"4930440C22Rik",1,0,"chr1:96694018-96699049"
,"Fam174a",1,62,"chr1:97210204-97231861"
,"St8sia4",1,257,"chr1:97484258-97564171"
,"4930598F16Rik",1,0,"chr1:97597760-97613095"
,"1700063A18Rik",1,0,"chr1:97887235-97918335"
,"4930533P14Rik",1,0,"chr1:98508633-98559150"
,"Slco4c1",1,0,"chr1:98715360-98768748"
,"Slco6b1",1,0,"chr1:98802752-98894137"
,"Slco6c1",1,0,"chr1:98956025-99024880"
,"D1Ertd622e",1,223,"chr1:99540478-99558595"
,"Ppip5k2",1,257,"chr1:99602622-99666669"
,"Gin1",1,73,"chr1:99666755-99689548"
,"Pam",1,83,"chr1:99717670-99992209"
,"B230216N24Rik",1,0,"chr1:99927699-99944370"
,"1810006J02Rik",1,0,"chr1:100028043-100041232"
,"Slco6d1",1,0,"chr1:100317700-100405957"
,"Cntnap5b",1,0,"chr1:101669341-102382519"
,"Gm20268",1,0,"chr1:103052344-103071779"
,"Cdh20",1,9,"chr1:106665395-106892058"
,"Rnf152",1,2,"chr1:107173493-107253287"
,"Pign",1,109,"chr1:107414998-107560253"
,"2310035C23Rik",1,96,"chr1:107560437-107651708"
,"Tnfrsf11a",1,21,"chr1:107677299-107744558"
,"Zcchc2",1,236,"chr1:107886982-107930654"
,"LOC626049",1,0,"chr1:108049201-108068101"
,"Phlpp1",1,54,"chr1:108068445-108290822"
,"Bcl2",1,205,"chr1:108434755-108610867"
,"Kdsr",1,78,"chr1:108616986-108656319"
,"Vps4b",1,151,"chr1:108667364-108693302"
,"Serpinb5",1,0,"chr1:108757756-108779925"
,"Serpinb12",1,0,"chr1:108831025-108853657"
,"Serpinb13",1,0,"chr1:108877560-108897772"
,"Serpinb3a",1,0,"chr1:108942163-108948880"
,"Serpinb3d",1,0,"chr1:108974769-108980057"
,"Serpinb3b",1,0,"chr1:109050537-109057691"
,"Serpinb3c",1,0,"chr1:109167777-109174948"
,"Serpinb11",1,1,"chr1:109258890-109277052"
,"Serpinb7",1,2,"chr1:109319265-109349266"
,"Serpinb2",1,13,"chr1:109407999-109422177"
,"Serpinb10-ps",1,58,"chr1:109425579-109445848"
,"Serpinb8",1,28,"chr1:109486582-109505555"
,"Cdh7",1,0,"chr1:111880313-112035578"
,"Cdh19",1,3,"chr1:112785771-112873949"
,"Dsel",1,27,"chr1:113755278-113761495"
,"Cntnap5a",1,0,"chr1:117581713-118477251"
,"Tsn",1,429,"chr1:120195094-120207709"
,"Mki67ip",1,234,"chr1:120218419-120230408"
,"Clasp1",1,143,"chr1:120285634-120506039"
,"2900060B14Rik",1,0,"chr1:120355245-120355842"
,"Tfcp2l1",1,6,"chr1:120524521-120581745"
,"Gli2",1,5,"chr1:120730637-120950196"
,"Inhbb",1,3,"chr1:121312041-121318825"
,"Ralb",1,143,"chr1:121366881-121401359"
,"Tmem185b",1,114,"chr1:121422730-121425560"
,"Epb4.1l5",1,27,"chr1:121441609-121545577"
,"Ptpn4",1,27,"chr1:121554669-121733648"
,"Tmem177",1,31,"chr1:121804477-121809745"
,"Gm101",1,0,"chr1:121820095-121891787"
,"Sctr",1,0,"chr1:121903556-121960109"
,"Tmem37",1,16,"chr1:121963953-121970357"
,"Dbi",1,107,"chr1:122009856-122017673"
,"3110009E18Rik",1,4,"chr1:122017763-122084766"
,"Steap3",1,705,"chr1:122122992-122167659"
,"C1ql2",1,0,"chr1:122237158-122239751"
,"Marco",1,635,"chr1:122371114-122401661"
,"En1",1,0,"chr1:122499063-122504568"
,"B230209K01Rik",1,0,"chr1:122983981-123017552"
,"Insig2",1,72,"chr1:123200929-123229157"
,"Ccdc93",1,142,"chr1:123327643-123403037"
,"Htr5b",1,0,"chr1:123406349-123425042"
,"Ddx18",1,20,"chr1:123450411-123464557"
,"Dpp10",1,1,"chr1:125228714-125942136"
,"Actr3",1,205,"chr1:127289481-127332304"
,"Slc35f5",1,17,"chr1:127457592-127492261"
,"Gpr39",1,2,"chr1:127573572-127770438"
,"Lypd1",1,0,"chr1:127768618-127808791"
,"Nckap5",1,2,"chr1:127810212-128727209"
,"Mgat5",1,21,"chr1:129101562-129379549"
,"Tmem163",1,35,"chr1:129386918-129574598"
,"Acmsd",1,29,"chr1:129625989-129664141"
,"2900009J06Rik",1,0,"chr1:129650193-129670631"
,"Ccnt2",1,153,"chr1:129670740-129701414"
,"Ysk4",1,6,"chr1:129711847-129736867"
,"Rab3gap1",1,287,"chr1:129765349-129840453"
,"Zranb3",1,219,"chr1:129850762-129998985"
,"R3hdm1",1,96,"chr1:129999882-130134312"
,"Mir128-1",1,0,"chr1:130098937-130099007"
,"Ubxn4",1,66,"chr1:130140757-130175954"
,"Lct",1,1,"chr1:130181340-130224895"
,"Mcm6",1,732,"chr1:130228167-130256233"
,"Dars",1,177,"chr1:130260283-130313993"
,"Cxcr4",1,183,"chr1:130484775-130488876"
,"Thsd7b",1,0,"chr1:131169880-132115855"
,"Daf2",1,0,"chr1:132285104-132319576"
,"Cd55",1,206,"chr1:132335606-132359317"
,"Zp3r",1,0,"chr1:132473282-132526183"
,"C4bp",1,0,"chr1:132532497-132558195"
,"C4bp-ps1",1,0,"chr1:132566778-132578148"
,"Pfkfb2",1,331.394,"chr1:132585619-132625830"
,"Yod1",1,94.6058,"chr1:132613903-132618634"
,"AA986860",1,56,"chr1:132628552-132641199"
,"Fcamr",1,20,"chr1:132697478-132711317"
,"Pigr",1,17,"chr1:132723260-132748826"
,"Faim3",1,642,"chr1:132762353-132777367"
,"Il24",1,2,"chr1:132778650-132783988"
,"Il20",1,0,"chr1:132803768-132807873"
,"Il19",1,0,"chr1:132829232-132835818"
,"Il10",1,5,"chr1:132916421-132921547"
,"Mapkapk2",1,332,"chr1:132950280-132994120"
,"Dyrk3",1,99,"chr1:133025017-133034811"
,"Eif2d",1,101,"chr1:133049783-133070048"
,"Rassf5",1,172,"chr1:133072986-133141755"
,"Ikbke",1,127,"chr1:133151178-133176140"
,"Srgap2",1,100,"chr1:133181827-133423938"
,"Fam72a",1,7,"chr1:133424565-133436449"
,"Avpr1b",1,0,"chr1:133495690-133508577"
,"Ctse",1,4373,"chr1:133534890-133572084"
,"5430435G22Rik",1,65,"chr1:133585271-133610041"
,"Slc26a9",1,3,"chr1:133640598-133666982"
,"Pm20d1",1,6,"chr1:133693971-133714692"
,"Slc41a1",1,152,"chr1:133724588-133745440"
,"Rab7l1",1,40,"chr1:133763853-133769464"
,"Nucks1",1,338,"chr1:133807034-133832898"
,"Slc45a3",1,48,"chr1:133859543-133879541"
,"Elk4",1,278,"chr1:133904181-133922261"
,"Mfsd4",1,64,"chr1:133923197-133964639"
,"Cdk18",1,7,"chr1:134010123-134036262"
,"Lemd1",1,1,"chr1:134088012-134153959"
,"Mir135b",1,0,"chr1:134094664-134094761"
,"Klhdc8a",1,16,"chr1:134195202-134203934"
,"Nuak2",1,79,"chr1:134212701-134230065"
,"Tmcc2",1,2382,"chr1:134252891-134287858"
,"Dstyk",1,104,"chr1:134314029-134363536"
,"Rbbp5",1,114,"chr1:134373943-134402242"
,"Tmem81",1,46,"chr1:134402806-134405216"
,"Cntn2",1,123,"chr1:134406001-134439517"
,"Nfasc",1,65,"chr1:134461266-134638374"
,"Gm10538",1,1.00005,"chr1:134625929-134629403"
,"Lrrn2",1,0,"chr1:134776931-134836582"
,"Mdm4",1,265,"chr1:134886421-134921925"
,"Pik3c2b",1,57,"chr1:134942588-135005265"
,"Ppp1r15b",1,1022,"chr1:135027742-135036377"
,"Plekha6",1,320,"chr1:135142673-135200012"
,"Gm19461",1,22,"chr1:135146428-135166385"
,"Golt1a",1,0,"chr1:135206399-135219603"
,"Kiss1",1,0,"chr1:135223788-135226299"
,"Ren2",1,0,"chr1:135247142-135256900"
,"Ren1",1,0,"chr1:135247250-135256896"
,"Etnk2",1,0,"chr1:135260148-135276895"
,"Sox13",1,11,"chr1:135278876-135320789"
,"Snrpe",1,16,"chr1:135500447-135506857"
,"Zc3h11a",1,227,"chr1:135516447-135557957"
,"Zbed6",1,190,"chr1:135552455-135557462"
,"Lax1",1,218,"chr1:135575605-135586685"
,"Atp2b4",1,1047,"chr1:135599250-135650324"
,"Optc",1,0,"chr1:135793770-135804576"
,"Prelp",1,14,"chr1:135806881-135817978"
,"Fmod",1,18,"chr1:135934091-135944854"
,"Btg2",1,671,"chr1:135971441-135975732"
,"Chit1",1,0,"chr1:136007818-136048013"
,"Chi3l1",1,35,"chr1:136078980-136086608"
,"Mybph",1,1,"chr1:136090024-136097809"
,"Adora1",1,0,"chr1:136095798-136132008"
,"Myog",1,0,"chr1:136186580-136189125"
,"Ppfia4",1,11,"chr1:136193359-136229505"
,"Tmem183a",1,245,"chr1:136242673-136258576"
,"4933406M09Rik",1,0,"chr1:136282516-136287560"
,"Cyb5r1",1,85,"chr1:136302566-136308315"
,"Adipor1",1,498,"chr1:136312043-136328918"
,"Klhl12",1,278,"chr1:136352131-136387450"
,"Rabif",1,162,"chr1:136391236-136404461"
,"4931440L10Rik",1,0,"chr1:136437521-136443599"
,"Kdm5b",1,91,"chr1:136456754-136529455"
,"Syt2",1,1,"chr1:136543257-136645994"
,"Ppp1r12b",1,24,"chr1:136662519-136852517"
,"Ube2t",1,115,"chr1:136859153-136870714"
,"Lgr6",1,6,"chr1:136882929-137001853"
,"Ptprv",1,23,"chr1:137005074-137029152"
,"Ptpn7",1,204,"chr1:137029301-137041897"
,"Arl8a",1,67,"chr1:137043410-137052845"
,"Gpr37l1",1,0,"chr1:137056826-137064258"
,"Elf3",1,0,"chr1:137150150-137155049"
,"Rnpep",1,35,"chr1:137159275-137180661"
,"Timm17a",1,34,"chr1:137198111-137210314"
,"Lmod1",1,9,"chr1:137221389-137264642"
,"Shisa4",1,6,"chr1:137268032-137271640"
,"Ipo9",1,266,"chr1:137278891-137327068"
,"Nav1",1,58,"chr1:137331156-137481932"
,"Csrp1",1,626,"chr1:137625773-137648806"
,"Phlda3",1,6,"chr1:137662661-137665711"
,"Tnni1",1,0,"chr1:137695997-137707566"
,"Lad1",1,4,"chr1:137715174-137729918"
,"Tnnt2",1,0,"chr1:137732962-137748838"
,"Pkp1",1,0,"chr1:137767971-137815601"
,"Igfn1",1,0,"chr1:137850154-137902919"
,"Tmem9",1,119,"chr1:137904795-137931607"
,"Cacna1s",1,2,"chr1:137949477-138016399"
,"6530439I21",1,0,"chr1:138024295-138027760"
,"Kif21b",1,285,"chr1:138027977-138074591"
,"5730559C18Rik",1,0,"chr1:138110098-138130857"
,"Gpr25",1,3,"chr1:138155490-138157450"
,"Camsap2",1,333,"chr1:138164699-138242681"
,"9230116N13Rik",1,24.0174,"chr1:138308492-138312096"
,"Ddx59",1,41.9826,"chr1:138311847-138336797"
,"Kif14",1,332,"chr1:138364534-138428088"
,"Zfp281",1,32,"chr1:138521477-138526968"
,"Gm19705",1,1,"chr1:138579972-138587382"
,"Gm16880",1,0,"chr1:138592787-138622305"
,"Nr5a2",1,0,"chr1:138740160-138857025"
,"Mir181a-1",1,0,"chr1:139863031-139863118"
,"Mir181b-1",1,0,"chr1:139863215-139863295"
,"Ptprc",1,2510,"chr1:139959437-140071882"
,"Atp6v1g3",1,0,"chr1:140170314-140186039"
,"Nek7",1,281,"chr1:140381290-140516273"
,"Gm5833",1,0,"chr1:140536671-140578652"
,"Lhx9",1,0,"chr1:140721762-140744156"
,"2310009B15Rik",1,1,"chr1:140748555-140753431"
,"Dennd1b",1,243,"chr1:140860285-141072619"
,"Crb1",1,0,"chr1:141094830-141273653"
,"4933436E23Rik",1,0,"chr1:141276028-141299429"
,"Zbtb41",1,117,"chr1:141318959-141349584"
,"Aspm",1,1249,"chr1:141351349-141390665"
,"F13b",1,2,"chr1:141398283-141420333"
,"Cfhr1",1,0,"chr1:141443640-141456799"
,"Gm4788",1,0,"chr1:141594495-141677816"
,"Cfhr2",1,0,"chr1:141706868-141755276"
,"Cfh",1,42,"chr1:141982431-142079988"
,"Kcnt2",1,0,"chr1:142142833-142506838"
,"4930590L20Rik",1,0,"chr1:142466752-142552979"
,"Cdc73",1,15,"chr1:145454628-145549814"
,"B3galt2",1,9,"chr1:145487826-145497067"
,"Glrx2",1,110,"chr1:145586478-145596808"
,"Trove2",1,74,"chr1:145597920-145624181"
,"Uchl5",1,176,"chr1:145624407-145654596"
,"Rgs2",1,230,"chr1:145846467-145851279"
,"Rgs13",1,0,"chr1:145985796-146024502"
,"Rgs1",1,69,"chr1:146091798-146096234"
,"Rgs18",1,123,"chr1:146599970-146622551"
,"Fam5c",1,1,"chr1:148342795-148749602"
,"Pla2g4a",1,97,"chr1:151676751-151808414"
,"7530420F21Rik",1,0,"chr1:151923790-151946896"
,"Ptgs2",1,0,"chr1:151947253-151955142"
,"Pdc",1,0,"chr1:152166546-152181036"
,"2310030A07Rik",1,0,"chr1:152167810-152193901"
,"BC003331",1,233.616,"chr1:152208440-152240185"
,"Prg4",1,19.8023,"chr1:152296541-152313295"
,"Tpr",1,897.581,"chr1:152239967-152297065"
,"Hmcn1",1,170,"chr1:152409631-152840565"
,"C730036E19Rik",1,0,"chr1:152985163-152991225"
,"Ivns1abp",1,639,"chr1:153191627-153211575"
,"1200016B10Rik",1,161,"chr1:153214828-153275565"
,"1190005F20Rik",1,175,"chr1:153275777-153305313"
,"Rnf2",1,71,"chr1:153316535-153347953"
,"Fam129a",1,78,"chr1:153418502-153566477"
,"Edem3",1,164,"chr1:153602503-153669458"
,"1700025G04Rik",1,61,"chr1:153731653-153937450"
,"Tsen15",1,1,"chr1:154217865-154233812"
,"Glt25d2",1,2,"chr1:154246996-154357825"
,"Rgl1",1,186,"chr1:154364659-154472241"
,"Apobec4",1,0,"chr1:154597680-154604674"
,"Arpc5",1,45,"chr1:154613671-154622710"
,"Ncf2",1,18,"chr1:154655019-154684120"
,"Smg7",1,110,"chr1:154684124-154749776"
,"Nmnat2",1,3,"chr1:154802230-154966391"
,"Lamc2",1,5,"chr1:154969885-155033577"
,"Lamc1",1,94,"chr1:155066051-155179916"
,"E330020D12Rik",1,25,"chr1:155251315-155261363"
,"1700012A16Rik",1,1,"chr1:155272338-155299704"
,"Dhx9",1,433,"chr1:155302887-155334790"
,"Npl",1,47,"chr1:155350145-155396844"
,"Rgs8",1,1,"chr1:155500166-155544795"
,"C230024C17",1,0,"chr1:155568369-155584959"
,"Rgs16",1,19,"chr1:155587482-155592598"
,"Rnasel",1,211,"chr1:155596555-155611351"
,"Rgsl1",1,0,"chr1:155626516-155691271"
,"5830403L16Rik",1,0,"chr1:155696671-155698325"
,"Gm5531",1,0,"chr1:155721474-155724001"
,"Teddm1",1,0,"chr1:155738775-155740190"
,"Glul",1,403,"chr1:155747074-155756844"
,"Zfp648",1,0,"chr1:156048316-156052804"
,"4930452N14Rik",1,0,"chr1:156088650-156104036"
,"Cacna1e",1,2,"chr1:156239648-156573050"
,"Ier5",1,106,"chr1:156943496-156946766"
,"Mr1",1,57,"chr1:156975007-156993910"
,"Stx6",1,67,"chr1:157005832-157050647"
,"Xpr1",1,182,"chr1:157122786-157264574"
,"Acbd6",1,49,"chr1:157405249-157534363"
,"Lhx4",1,0,"chr1:157548823-157589157"
,"Qsox1",1,104,"chr1:157625284-157660029"
,"Cep350",1,301,"chr1:157692093-157820385"
,"Tor1aip1",1,245.298,"chr1:157851728-157883610"
,"Tor1aip2",1,283.702,"chr1:157882793-157915989"
,"Fam163a",1,0,"chr1:157923095-158135156"
,"Tdrd5",1,5,"chr1:158185425-158233479"
,"Nphs2",1,0,"chr1:158240865-158258166"
,"Soat1",1,142,"chr1:158358238-158404459"
,"Abl2",1,151,"chr1:158488917-158579750"
,"Tor3a",1,196,"chr1:158583747-158604470"
,"Fam20b",1,290,"chr1:158608701-158649041"
,"Ralgps2",1,252,"chr1:158734296-158869757"
,"Angptl1",1,1.00019,"chr1:158769153-158791209"
,"1700057K13Rik",1,1,"chr1:159029278-159038776"
,"Rasal2",1,34,"chr1:159065313-159342726"
,"2810025M15Rik",1,11,"chr1:159342482-159350367"
,"BC026585",1,32,"chr1:159388712-159418864"
,"Sec16b",1,0,"chr1:159436926-159498555"
,"Fam5b",1,1,"chr1:160175399-160286391"
,"Astn1",1,0,"chr1:160292434-160621917"
,"Mir488",1,0,"chr1:160435755-160435864"
,"Pappa2",1,2,"chr1:160641861-160887569"
,"Rfwd2",1,25,"chr1:161162456-161277711"
,"Scarna3a",1,0,"chr1:161270437-161270555"
,"Mir1843b",1,0,"chr1:161270488-161270554"
,"Tnr",1,0,"chr1:161453899-161855053"
,"4930523C07Rik",1,511.338,"chr1:161974510-162008717"
,"4930562F07Rik",1,4.66249,"chr1:162004865-162008116"
,"Tnn",1,8,"chr1:162015162-162083706"
,"Mrps14",1,70,"chr1:162125390-162131317"
,"Cacybp",1,147,"chr1:162132497-162143023"
,"Rabgap1l",1,284,"chr1:162149304-162723069"
,"Gpr52",1,1,"chr1:162506798-162507884"
,"Rc3h1",1,277,"chr1:162836541-162905107"
,"Serpinc1",1,0,"chr1:162908736-162933145"
,"Zbtb37",1,16,"chr1:162947886-162964390"
,"Gas5",1,1245,"chr1:162965296-162968668"
,"Mir5117",1,0,"chr1:162967483-162967574"
,"Snord47",1,0,"chr1:162968222-162968287"
,"Dars2",1,136,"chr1:162970743-163000763"
,"Cenpl",1,92,"chr1:163001022-163016474"
,"Klhl20",1,63,"chr1:163018508-163061610"
,"Ankrd45",1,0,"chr1:163072842-163100638"
,"4930469G21Rik",1,0,"chr1:163086973-163089445"
,"Prdx6",1,202,"chr1:163170242-163181297"
,"Tnfsf4",1,0,"chr1:163325568-163348337"
,"Tnfsf18",1,1,"chr1:163424787-163435421"
,"Fasl",1,10,"chr1:163710822-163718626"
,"AI848100",1,359,"chr1:163746242-163806792"
,"4930558K02Rik",1,0,"chr1:163872219-163909767"
,"Pigc",1,141,"chr1:163899318-163903566"
,"Dnm3",1,7,"chr1:163917432-164408165"
,"2810442N19Rik",1,4,"chr1:163935099-163946616"
,"Dnm3os",1,21,"chr1:164147753-164155681"
,"Mir199a-2",1,0,"chr1:164147944-164148054"
,"Mir214",1,0,"chr1:164153498-164153608"
,"Mettl13",1,94,"chr1:164463802-164478476"
,"Vamp4",1,57,"chr1:164500958-164529209"
,"Myoc",1,0,"chr1:164569280-164579825"
,"7420461P10Rik",1,0,"chr1:164577373-164588350"
,"Prrc2c",1,395,"chr1:164601915-164670687"
,"Fmo4",1,0,"chr1:164724013-164742680"
,"Fmo1",1,1,"chr1:164759691-164796679"
,"Fmo2",1,13,"chr1:164805177-164828843"
,"Fmo6",1,0,"chr1:164846681-164867356"
,"Fmo3",1,0,"chr1:164883930-164914622"
,"4921528O07Rik",1,0,"chr1:164954432-165015801"
,"Prrx1",1,35,"chr1:165175249-165243781"
,"Gorab",1,41,"chr1:165315039-165333772"
,"Mettl11b",1,0,"chr1:165633123-165655363"
,"Kifap3",1,56,"chr1:165709809-165847231"
,"Scyl3",1,130.906,"chr1:165860194-165885257"
,"BC055324",1,115.094,"chr1:165884138-165924912"
,"2810422O20Rik",1,28,"chr1:165925075-165927374"
,"Sele",1,0,"chr1:165978364-165987808"
,"Sell",1,775,"chr1:165992206-166010916"
,"Selp",1,18.6393,"chr1:166045394-166080157"
,"F5",1,124,"chr1:166081989-166150405"
,"Gm16548",1,5.36072,"chr1:166078706-166082348"
,"Slc19a2",1,50,"chr1:166179185-166195499"
,"4930455F23Rik",1,23,"chr1:166205728-166217978"
,"Blzf1",1,94,"chr1:166219930-166237615"
,"Nme7",1,42,"chr1:166237805-166367427"
,"Atp1b1",1,38,"chr1:166367397-166388486"
,"Dpt",1,59,"chr1:166726862-166754397"
,"LOC433374",1,0,"chr1:166793251-166801569"
,"Xcl1",1,16,"chr1:166861778-166865641"
,"4930568G15Rik",1,0,"chr1:166996747-167022061"
,"Tbx19",1,0,"chr1:167067983-167090904"
,"Sft2d2",1,208,"chr1:167104471-167124564"
,"Tiprl",1,158,"chr1:167142416-167167089"
,"Gpr161",1,3,"chr1:167225896-167251982"
,"Dcaf6",1,249,"chr1:167259631-167390594"
,"Brp44",1,38,"chr1:167391338-167411345"
,"Adcy10",1,0,"chr1:167415313-167506904"
,"Mpzl1",1,47,"chr1:167522311-167564672"
,"Rcsd1",1,425,"chr1:167579075-167638225"
,"Creg1",1,1946,"chr1:167693910-167705435"
,"Cd247",1,137.702,"chr1:167718811-167801284"
,"Pou2f1",1,188.298,"chr1:167795284-167932765"
,"Dusp27",1,1,"chr1:168028278-168058029"
,"Gpa33",1,1,"chr1:168060590-168096641"
,"Mael",1,0,"chr1:168131515-168168875"
,"Ildr2",1,55,"chr1:168184269-168246963"
,"Tada1",1,164,"chr1:168309297-168323751"
,"Pogk",1,152,"chr1:168323741-168339959"
,"Gm4846",1,0,"chr1:168413743-168427719"
,"Gm4847",1,0,"chr1:168559101-168577824"
,"Fmo9",1,0,"chr1:168592185-168611976"
,"Gm16701",1,0,"chr1:168904153-168929861"
,"Fam78b",1,0,"chr1:168931547-169021433"
,"Uck2",1,146,"chr1:169156216-169215258"
,"Tmco1",1,221,"chr1:169238800-169264109"
,"Aldh9a1",1,164,"chr1:169280121-169298661"
,"Mgst3",1,138,"chr1:169302514-169323928"
,"Lrrc52",1,0,"chr1:169375805-169396911"
,"Rxrg",1,0,"chr1:169528492-169569754"
,"Lmx1a",1,0,"chr1:169619688-169778864"
,"Pbx1",1,65,"chr1:170049494-170362389"
,"Nuf2",1,342,"chr1:171428064-171461595"
,"Rgs5",1,44,"chr1:171585631-171623657"
,"Rgs4",1,9,"chr1:171671607-171677773"
,"1700084C01Rik",1,3,"chr1:171859069-171864784"
,"Hsd17b7",1,18,"chr1:171879667-171899336"
,"3110045C21Rik",1,0,"chr1:171899539-171902527"
,"Ddr2",1,54,"chr1:171902437-172019075"
,"Uap1",1,195,"chr1:172072133-172105077"
,"Uhmk1",1,48,"chr1:172129386-172145524"
,"Sh2d1b2",1,0,"chr1:172163001-172181718"
,"Sh2d1b1",1,13,"chr1:172207454-172215793"
,"Gm7694",1,40,"chr1:172228323-172236463"
,"1700015E13Rik",1,0,"chr1:172238991-172242256"
,"Nos1ap",1,7,"chr1:172247626-172519980"
,"Olfml2b",1,10,"chr1:172574662-172612920"
,"Atf6",1,242,"chr1:172634587-172797902"
,"Dusp12",1,55,"chr1:172804318-172815671"
,"Fcrlb",1,0,"chr1:172837403-172843072"
,"Fcrla",1,413,"chr1:172847724-172857714"
,"Fcgr2b",1,91,"chr1:172890688-172906202"
,"Fcgr4",1,117,"chr1:172949056-172959892"
,"Fcgr3",1,366,"chr1:172981299-172989534"
,"1700009P17Rik",1,0,"chr1:173051791-173057098"
,"Sdhc",1,179,"chr1:173059287-173080734"
,"Mpz",1,4,"chr1:173080843-173091254"
,"Pcp4l1",1,13,"chr1:173103394-173126399"
,"Nr1i3",1,0,"chr1:173144100-173148976"
,"Tomm40l",1,83,"chr1:173147933-173152645"
,"Apoa2",1,2,"chr1:173155184-173156510"
,"Fcer1g",1,303,"chr1:173159702-173164480"
,"Ndufs2",1,375,"chr1:173164990-173177243"
,"Adamts4",1,0,"chr1:173180552-173190053"
,"B4galt3",1,92,"chr1:173200458-173207026"
,"Ppox",1,575,"chr1:173207122-173211317"
